k_over_h,P
0.00015471962778709265,2887.502570225072
0.0001568741616613761,2926.008667181064
0.0001590586982979582,2965.025950739036
0.00016127365549753188,3004.5611144743493
0.00016351945687883494,3044.6209359347413
0.00016579653195966884,3085.2122775494513
0.00016810531623904533,3126.3420875425563
0.0001704462512804775,3168.0174008500812
0.00017281978479643037,3210.245340040792
0.00017522637073394745,3253.0331162403595
0.00017766646936146963,3296.3880300585765
0.00018014054735686385,3340.3174725194663
0.00018264907789667628,3384.8289259939197
0.00018519254074662923,3429.9299651343263
0.00018777142235337855,3475.6282578114115
0.0001903862159375477,3521.9315660521424
0.0001930374215880587,3568.847746979323
0.0001957255463577752,3616.384753751229
0.00019845110436047899,3664.550636502398
0.00020121461686919563,3713.35354328376
0.00020401661241589,3762.8017210024927
0.0002068576268925501,3812.903516360844
0.00020973820365367818,3863.667376793643
0.00021265889362020941,3915.1018514036627
0.00021562025538487752,3967.2155918948683
0.00021862285531904773,4020.0173535021036
0.00022166726768103735,4073.5159959176117
0.00022475407472594478,4127.720484213425
0.00022788386681700794,4182.639904321924
0.0002310572425385135,4238.2833911315765
0.0002342748088102783,4294.6602750255925
0.00023753718100372493,4351.779937148433
0.00024084498305957384,4409.651883113708
0.00024419884760717433,4468.28572932436
0.0002475994160854972,4527.691203847044
0.0002510473388658124,4587.87814727678
0.00025454327537607484,4648.856513590626
0.0002580878942270424,4710.6363709899115
0.0002616818733401503,4773.22790273065
0.00026532590007716613,4836.641407939394
0.00026902067137165014,4900.887302415906
0.00027276689386224645,4965.976119419682
0.0002765652840278303,5031.918510440721
0.00028041656832453725,5098.725245952267
0.00028432148332470077,5166.407216145376
0.0002882807758577241,5234.975431643664
0.00029229520315291434,5304.441024197231
0.00029636553298430533,5374.8152473542805
0.00030049254381749724,5446.109477109771
0.00030467702495854104,5518.33521252878
0.000308919776704896,5591.504076344274
0.00031322161049848984,5665.627815527366
0.00031758334908090977,5740.718301828706
0.00032200582665075484,5816.787532289359
0.0003264898890231798,5893.847629719728
0.00033103639379165986,5971.910843145847
0.00033564621049200923,6050.989548219416
0.0003403202207686823,6131.096247591811
0.0003450593185433922,6212.243571249326
0.00034986441018607583,6294.444276808753
0.00035473641468824146,6377.711249769999
0.000359676263838728,6462.0575037253175
0.00036468490240191425,6547.49618052297
0.00036976328829840756,6634.040550382438
0.0003749123927882506,6721.704011959895
0.0003801332006566775,6810.500092362542
0.00038542671040245867,6900.442447107345
0.0003907939344288663,6991.54486002513
0.0003962358992373011,7083.821243104707
0.00040175364562361417,7177.2856362776465
0.0004073482288771628,7271.952207138171
0.0004130207189826388,7367.835250598866
0.0004187722008247069,7464.949188477535
0.00042460377439549284,7563.30856901337
0.0004305165550049613,7662.92806631029
0.0004365116734942224,7763.822479704012
0.00044259027645181,7866.006733050925
0.00044875352643297006,7969.4958739345875
0.00045500260218200465,8074.305072789452
0.00046133869885771046,8180.449621935804
0.00046776302826195766,8287.944934526262
0.00047427681907145095,8396.80654339767
0.0004808813170727193,8507.050099828146
0.0004875777854003767,8618.691372193387
0.0004943675047787015,8731.746244522119
0.0005012517737665794,8846.230714943718
0.0005082319090058579,8962.160894029455
0.0005153092454731592,9079.553003018742
0.0005224851367351985,9198.42337193098
0.0005297609552076593,9318.788437557752
0.0005371380924176732,9440.66474133218
0.0005446179592699538,9564.068927072214
0.0005522019863166382,9689.017738592662
0.0005598916240308846,9815.52801718567
0.0005676883430842815,9943.616698961405
0.0005755936346281186,10073.300812049414
0.0005836090105785748,10204.59747365405
0.0005917360039058784,10337.523886960707
0.0005999761689274923,10472.097337890347
0.0006083310816053841,10608.335191696578
0.000616802339847434,10746.2548894023
0.0006253915638130403,10885.873944071423
0.0006341003962229815,11027.209936912235
0.0006429305026735929,11170.280513208245
0.0006518835719553164,11315.103378071004
0.0006609613163756904,11461.696292013457
0.0006701654720868329,11610.077066337928
0.0006794977994174879,11760.263558333167
0.0006889600832096943,11912.273666281491
0.0006985541331601444,12066.125324264834
0.0007082817841662942,12221.83649677178
0.0007181448966772947,12379.425173097412
0.0007281453570498091,12538.909361534314
0.0007382850779087866,12700.307083348374
0.0007485659985132583,12863.636366537545
0.0007589900851272266,13028.915239367994
0.000769559331395723,13196.161723684098
0.0007802757587260977,13365.39382798712
0.0007911414166746224,13536.62954028234
0.0008021583833384749,13709.88682068498
0.0008133287657531834,13885.183593785969
0.0008246547002956046,14062.537740770595
0.0008361383530925134,14241.967091289735
0.0008477819204348832,14423.489415073525
0.0008595876291979339,14607.122413293444
0.0008715577372670305,14792.883709659662
0.0008836945339695129,14980.790841256725
0.0008960003405125356,15170.861249110023
0.0009084775104270098,15363.112268484556
0.0009211284300177235,15557.561118908145
0.0009339555188197317,15754.224893916784
0.0009469612300611011,15953.120550524769
0.0009601480511320991,16154.26489840731
0.0009735185040609153,16357.674588802063
0.0009870751459960117,16563.366103121716
0.0010008205696951833,16771.355741277628
0.001014757404021434,16981.659609711365
0.0010288883144457578,17194.293609132154
0.0010432160035569174,17409.273421959337
0.0010577432115783257,17626.614499468345
0.0010724727168921239,17846.33204863697
0.0010874073365705565,18068.441018692432
0.001102549926914747,18292.956087359216
0.001117903384000977,18519.891646802163
0.0011334706442345688,18749.261789272325
0.001149254684911488,18981.080292445524
0.0011652585247877581,19215.36060446378
0.0011814852246568117,19452.115828669852
0.0011979378879348758,19691.358708044412
0.0012146196612545152,19933.101609339712
0.001231533735066434,20177.356506913104
0.001248683344249664,20424.13496626503
0.0012660717687302452,20673.448127275227
0.0012837023341085237,20925.306687149437
0.0013015784122951872,21179.720883066497
0.0013197034221561531,21436.70047454044
0.0013380808301664408,21696.25472549038
0.0013567141510731461,21958.392386028994
0.0013756069485676514,22223.121673966263
0.001394762835967194,22490.45025603703
0.0014141854769059259,22760.385228853676
0.0014338785860355985,23032.933099590085
0.0014538459297360016,23308.099766398664
0.0014740913268352998,23585.890498569843
0.0014946186493403958,23866.30999953174
0.0015154318231774668,24149.361971013364
0.001536534828942811,24435.04992343676
0.0015579317026641543,24723.376324108514
0.0015796265365725511,25014.34299165202
0.0016016234798850437,25307.950991627426
0.001623926739598211,25604.20061503339
0.0016465405812927736,25903.091356601664
0.001669469329949404,26204.621892884024
0.0016927173707758912,26508.790060154806
0.0017162891500458314,26815.59283212079
0.0017401891759489924,27125.026297460056
0.0017644220194535207,27437.08563719072
0.0017889923151801583,27751.765101884488
0.0018139047622886303,28069.05798872937
0.0018391641253763754,28388.956618455326
0.0018647752353897929,28711.452312132365
0.0018907429905481814,29036.53536784884
0.0019170723572805375,29364.195037283385
0.0019437683711754073,29694.419502179815
0.0019708361379439598,30027.195850736316
0.00199828083439647,30362.510053921043
0.00202610770943241,30700.34694172215
0.0020543220850443135,31040.69017934788
0.002082929357335631,31383.522243388587
0.0021119349975527507,31728.824397945245
0.0021413445531313978,32076.576670746825
0.002171163648757601,32426.7578292608
0.0022013979874434346,32779.34535681176
0.0022320533516177405,33134.31542872037
0.0022631356042320363,33491.64288847494
0.0022946506898818327,33851.30122394441
0.0023266046359435534,34213.26254365355
0.0023590035537272964,34577.49755311873
0.0023918536396456422,34943.97553127245
0.002425161176398743,35312.6643069751
0.002458932534175911,35683.530235633734
0.0024931741718739408,36056.53817593671
0.002527892638332397,36431.6514667144
0.0025630945735861037,36808.83190394456
0.002598786710135078,37188.039717901775
0.002634975874232141,37569.23355047075
0.0026716689871884684,37952.37043263578
0.0027088730666973157,38337.405762146474
0.0027465952281761725,38724.29328138075
0.002784842686127622,39112.98505540735
0.0028236227555191356,39503.43145026228
0.0028629428531820843,39895.581111443425
0.0029028104992302414,40289.3809426349
0.0029432333184980296,40684.7760846689
0.002984219041998799,41081.70989473268
0.0030257755084034093,41480.12392582261
0.003067910665539408,41879.957906457246
0.0031106325719110805,42281.14972065578
0.0031539493982406666,42683.63538818085
0.0031978694290310476,43087.34904505614
0.0032424010641501815,43492.22292435444
0.003287552820437607,43898.18733727399
0.003333333333333334,44305.1706544822
0.0033797513585293853,44713.09928775435
0.003426815773644364,45121.89767188285
0.003474535579921339,45531.488246878995
0.0035229199039493466,45941.79144044486
0.003571977999408904,46352.725650731816
0.0036217192488417946,46764.20722937082
0.0036721531654455215,47176.15046477382
0.003723289394892744,47588.46756570115
0.0037751377171760386,48001.068645094376
0.0038277080484783706,48413.861704154944
0.003881010443069589,48826.7526166779
0.00393505509522935,49239.645113615785
0.003989852341196812,49652.44076787683
0.004045412661147471,50065.03897934017
0.004101746681197538,50477.33696007323
0.004158865175436233,50889.22971975659
0.004216779067986344,51300.610051277064
0.004275499435093535,51711.36851650363
0.0043350375072446976,52121.393432213896
0.004395404671315829,52530.57085616646
0.0044566124727498215,52938.784573300196
0.0045186726177645605,53345.91608204964
0.004581596975591791,53751.84458076203
0.004645397580747143,54156.446954199935
0.004710086635331779,54559.59776011889
0.0047756765113661035,54961.16921590503
0.0048421797531559355,55361.03118526412
0.004909609079691675,55759.05116494999
0.004977977387080843,56155.09427151938
0.005047297751014508,56549.023228122445
0.005117583429268076,56940.69835130464
0.005188847864236874,57329.97753783154
0.005261104685507057,57716.7162515438
0.005334367712462335,58100.76751023148
0.005408650956926957,58481.981872565935
0.005483968625845542,58860.20742507618
0.005560335124000198,59235.28976922481
0.005637765056765493,59607.07200859542
0.0057162732329018,59975.39473622885
0.005795874667387502,60340.09602218119
0.005876584584290688,60701.0114013266
0.005958418419680785,61057.97386151648
0.006041391824580789,61410.8138321422
0.006125520667960573,61759.3591732298
0.006210821039771867,62103.43516515529
0.006297309254025554,62442.86449914152
0.006385001851911761,62777.46726865477
0.006473915604963418,63107.06096190443
0.006564067518263909,63431.46045562659
0.006655474833699312,63750.47801036812
0.006748155033256013,64063.92326753618
0.006842125842364173,64371.60324848053
0.006937405233287795,64673.32235592393
0.007034011428561986,64968.88237808267
0.007131962904478075,65258.082495877934
0.007231278394617281,65540.71929363943
0.007331976893433584,65816.58700295031
0.00743407765988646,66085.47637601008
0.0075376002211242615,66347.17700148061
0.007642564376218833,66601.47504275605
0.00774899019995216,66848.15442001652
0.007856898046655758,67086.9968579629
0.007966308554103498,67317.78076906734
0.008077242647458665,67540.28364933608
0.008189721543275972,67754.27981199442
0.008303766753559294,67959.54163560593
0.00841940008987595,68155.83942236827
0.008536643667528194,68342.94150282904
0.008655519909782902,68520.61435464273
0.008776051552160071,68688.62273665557
0.008898261646781069,68846.7298396484
0.00902217356677747,68994.69745520042
0.009147811010761217,69132.28616413404
0.00927519800735708,69259.25554612598
0.00940435891979824,69375.3644120945
0.009535318450585807,69480.3710610524
0.009668101646213307,69574.03356314088
0.00980273390195688,69656.11007061967
0.00993924096673224,69726.35915860544
0.01007764894801926,69784.54019735321
0.01021798431685509,69830.41375788426
0.01036027391289688,69863.74205276894
0.010504544949554932,69884.2894137526
0.010650825019197374,69891.82280793751
0.010799142098427326,69886.11239407712
0.010949524553433478,69866.93212043706
0.011102001145415296,69834.06036552484
0.011256601036083638,69787.28062277098
0.01141335379323808,69726.3822300479
0.01157228939642187,69651.161144605
0.011733438242655598,69561.42076367827
0.011896831152250764,69456.97279071246
0.01206249937470427,69337.63814662026
0.012230474594674972,69203.24792513881
0.012400788938043559,69053.64439075289
0.012573474978056665,68888.6820171022
0.012748565741556663,68708.22856316947
0.012926094715298193,68512.16618386461
0.01310609585235256,68300.39257091677
0.01328860357860147,68072.82211919852
0.013473652799321025,67829.38711284025
0.01366127890585754,67570.03892466093
0.013851517782396253,67294.74922157134
0.014044405812824288,67003.51116782484
0.014239979887689264,66696.34084929345
0.01443827741125467,66373.27728339027
0.014639336308653625,66034.38588074959
0.014843195033142185,65679.7572194369
0.015049892573453665,65309.50924758748
0.015259468461255395,64923.788025189744
0.015471962778709268,64522.76861760189
0.015687416166137606,64106.65589528405
0.01590586982979582,63675.68522631412
0.01612736554975318,63230.123048292335
0.016351945687883493,62770.26730648686
0.016579653195966885,62296.4477455162
0.01681053162390453,61809.026042582045
0.017044625128047754,61308.395771172945
0.017281978479643044,60794.9821853532
0.017522637073394742,60269.24181621554
0.01776664693614697,59731.66187371214
0.018014054735686385,59182.75944904902
0.018264907789667627,58623.08051494995
0.018519254074662924,58053.19872344606
0.01877714223533785,57473.71400334367
0.019038621593754773,56885.250962194186
0.019303742158805863,56288.45710025564
0.01957255463577752,55684.00084675672
0.019845110436047905,55072.56943144696
0.02012146168691956,54454.866607120035
0.020401661241588997,53831.61024125899
0.020685762689255004,53203.529797314695
0.020973820365367817,52571.36372809451
0.02126588936202094,51935.85680548794
0.021562025538487746,51297.75741206817
0.02186228553190478,50657.814820942294
0.022166726768103738,50016.776490668715
0.022475407472594477,49375.38540188842
0.022788386681700797,48734.377461664015
0.023105724253851347,48094.479000291416
0.023427480881027828,47456.40438354758
0.023753718100372495,46820.85376102125
0.02408449830595738,46188.51096829787
0.024419884760717433,45560.041597454016
0.024759941608549715,44936.09124652273
0.02510473388658124,44317.28395447409
0.025454327537607485,43704.22082380735
0.02580878942270423,43097.47882822337
0.026168187334015033,42497.60979807164
0.026532590007716607,41905.139571492284
0.026902067137165014,41320.56729449974
0.027276689386224646,40744.36484871642
0.02765652840278303,40176.97638130435
0.02804165683245373,39618.81790781916
0.02843214833247007,39070.27695546662
0.028828077585772407,38531.71221153844
0.02922952031529144,38003.45313989075
0.02963655329843053,37485.79952714263
0.030049254381749723,36979.020920013245
0.030467702495854107,36483.35591587906
0.030891977670489595,35999.011270319854
0.031322161049848994,35526.16078816512
0.03175833490809097,35064.94396841932
0.032200582665075486,34615.464378418656
0.03264898890231799,34177.78773874787
0.03310363937916599,33751.93970777397
0.03356462104920091,33337.90336319844
0.034032022076868215,32935.61638772862
0.034505931854339214,32544.96797689249
0.03498644101860759,32165.795499058597
0.03547364146882415,31797.880950913877
0.03596762638387279,31440.947265899034
0.036468490240191415,31094.654548295766
0.036976328829840754,30758.596321735367
0.03749123927882506,30432.295897618846
0.03801332006566777,30115.202986050037
0.03854267104024585,29806.690689105155
0.03907939344288663,29506.053033083896
0.03962358992373011,29212.503212314477
0.04017536456236142,28925.17273134228
0.04073482288771629,28643.11164417115
0.04130207189826386,28365.290097587906
0.041877220082470676,28090.601389340194
0.042460377439549286,27817.866749880843
0.04305165550049613,27545.842047079193
0.04365116734942226,27273.226595444597
0.044259027645180964,26998.674223620743
0.044875352643297,26720.806715001894
0.04550026021820046,26438.229685364422
0.046133869885771055,26149.55089778923
0.04677630282619578,25853.400938905757
0.047427681907145115,25548.45609216936
0.048088131707271914,25233.46314502322
0.04875777854003767,24907.26575968069
0.049436750477870155,24568.83192534768
0.05012517737665795,24217.281897321613
0.05082319090058582,23851.915920963023
0.0515309245473159,23472.240942246208
0.052248513673519834,23077.995428247967
0.05297609552076593,22669.171367653817
0.05371380924176732,22246.032500016714
0.0544617959269954,21809.127839327244
0.05522019863166379,21359.29961736794
0.05598916240308844,20897.68487832999
0.05676883430842815,20425.710108831474
0.05755936346281187,19945.078484286132
0.05836090105785752,19457.749534746705
0.05917360039058782,18965.911389526
0.05999761689274922,18471.94576456008
0.06083310816053843,17978.386601271468
0.061680233984743406,17487.873068544806
0.06253915638130404,17003.09815215684
0.06341003962229813,16526.754134395684
0.06429305026735925,16061.476478732051
0.06518835719553163,15609.787438803873
0.06609613163756904,15174.041081083882
0.06701654720868332,14756.370900539983
0.06794977994174874,14358.641284817651
0.0688960083209694,13982.403792192672
0.06985541331601444,13628.85899640474
0.07082817841662944,13298.824443316656
0.07181448966772949,12992.709103244
0.07281453570498088,12710.494616520096
0.07382850779087864,12451.723637658308
0.0748565998513258,12215.495691269762
0.07589900851272267,12000.471149350124
0.07695593313957233,11804.884193582891
0.07802757587260974,11626.565887202614
0.07911414166746221,11462.978681282153
0.08021583833384748,11311.263742477238
0.08133287657531835,11168.302335155726
0.08246547002956048,11030.792054276015
0.08361383530925139,10895.337945894435
0.08477819204348828,10758.557468240466
0.08595876291979337,10617.196885938616
0.08715577372670306,10468.255155902394
0.0883694533969513,10309.109810857815
0.08960003405125358,10137.637971595414
0.09084775104270093,9952.324638272788
0.09211284300177233,9752.350031898139
0.09339555188197318,9537.648143982386
0.09469612300611013,9308.929892335433
0.09601480511320994,9067.666355454337
0.09735185040609151,8816.03032686431
0.09870751459960116,8556.797635328048
0.1000820569695183,8293.21296414299
0.10147574040214342,8028.8278721066235
0.10288883144457582,7767.320984762919
0.10432160035569168,7512.3115874690175
0.10577432115783254,7267.177961203965
0.1072472716892124,7034.890798805795
0.10874073365705568,6817.870162150969
0.11025499269147478,6617.872088628636
0.11179033840009765,6435.908606573383
0.11334706442345689,6272.203019909916
0.1149254684911488,6126.181164827297
0.11652585247877585,5996.498967329961
0.11814852246568118,5881.10680735651
0.11979378879348752,5777.351223584735
0.12146196612545149,5682.114468412931
0.12315337350664342,5591.990001177624
0.12486833442496642,5503.489487352896
0.12660717687302453,5413.271756017744
0.12837023341085232,5318.378893769497
0.13015784122951865,5216.459629354567
0.1319703422156153,5105.956996859445
0.13380808301664407,4986.237247006355
0.13567141510731462,4857.640904149963
0.13756069485676506,4721.444689621801
0.13947628359671935,4579.733761249414
0.14141854769059256,4435.195343858228
0.14338785860355985,4290.855429683059
0.1453845929736002,4149.787208807432
0.14740913268353006,4014.8225049685584
0.14946186493403957,3888.2952935491735
0.15154318231774663,3771.8406088034726
0.15365348289428113,3666.26461531747
0.15579317026641545,3571.494211917247
0.1579626536572552,3486.6084293440067
0.1601623479885043,3409.9491018768654
0.16239267395982104,3339.303819708581
0.16465405812927736,3272.148613421098
0.1669469329949404,3205.930408638945
0.16927173707758922,3138.3606955204764
0.17162891500458308,3067.68442889027
0.1740189175948992,2992.885257185074
0.17644220194535204,2913.7927310714326
0.1788992315180159,2831.0701904000043
0.18139047622886306,2746.0817190006946
0.18391641253763744,2660.658405367207
0.18647752353897926,2576.802516033678
0.18907429905481812,2496.378409059194
0.19170723572805382,2420.839139554002
0.1943768371175408,2351.0289910169354
0.19708361379439587,2287.0880224740554
0.19982808343964698,2228.468800901117
0.202610770943241,2174.0600375479507
0.20543220850443142,2122.3974054248306
0.2082929357335631,2071.9284027003323
0.2111934997552749,2021.2868572534665
0.21413445531313974,1969.5271151533764
0.2171163648757601,1916.2711304563106
0.22013979874434353,1861.7377283402811
0.22320533516177413,1806.6481836896485
0.22631356042320355,1752.0313217763317
0.2294650689881832,1698.9748437189635
0.23266046359435535,1648.3807732013968
0.23590035537272963,1600.7792036498242
0.23918536396456427,1556.2383606743003
0.24251611763987416,1514.3856840385004
0.24589325341759105,1474.529622409268
0.24931741718739406,1435.8495041659019
0.2527892638332397,1397.6049517754755
0.25630945735861044,1359.3110867749756
0.2598786710135079,1320.8341644139125
0.26349758742321405,1282.384509215066
0.26716689871884686,1244.4138377163613
0.2708873066697315,1207.4526943550297
0.27465952281761735,1171.9402209340158
0.2784842686127624,1138.0978952670248
0.2823622755519134,1105.8820503909521
0.28629428531820833,1075.0235114210157
0.29028104992302417,1045.135034639796
0.2943233318498031,1015.8465475236984
0.2984219041998801,986.9208022991285
0.3025775508403408,958.3109220975689
0.30679106655394073,930.1440426113959
0.311063257191108,902.6435474157481
0.31539493982406674,876.0248783428714
0.3197869429031049,850.4074295514265
0.3242401064150179,825.7751762933483
0.3287552820437607,801.9964843430313
0.33333333333333337,778.8886833702916
0.3379751358529384,756.2956525679091
0.34268157736443655,734.1437760862586
0.3474535579921337,712.454057922214
0.3522919903949347,691.3100001036734
0.3571977999408904,670.8013387206248
0.36217192488417943,650.9731925811265
0.36721531654455236,631.804447220301
0.3723289394892742,613.2222840328012
0.37751377171760386,595.1408905004349
0.38277080484783704,577.5012565729785
0.38810104430695896,560.2908827337241
0.3935055095229352,543.5353387878635
0.398985234119681,527.2700530590774
0.40454126611474683,511.510955753693
0.4101746681197539,496.2411254187626
0.4158865175436232,481.4192845887011
0.4216779067986346,467.00215935754494
0.4275499435093534,452.96499906041277
0.4335037507244696,439.30739947677733
0.4395404671315829,426.0423663261544
0.44566124727498224,413.17792509752456
0.4518672617764564,400.7048159834234
0.4581596975591794,388.59831732036065
0.4645397580747141,376.83145815685333
0.47100866353317794,365.38857919995365
0.47756765113661037,354.2687579573456
0.48421797531559374,343.47719561241547
0.4909609079691678,333.0125689856446
0.497797738708084,322.8613210180719
0.5047297751014507,313.00341044080847
0.5117583429268076,303.42366807275687
0.5188847864236873,294.1179223743281
0.526110468550706,285.0882947452077
0.5334367712462335,276.3327821005555
0.5408650956926957,267.8399187478584
0.5483968625845542,259.5938982926064
0.5560335124000197,251.58428453780093
0.5637765056765496,243.80942667880575
0.5716273232901797,236.26988221276108
0.5795874667387502,228.9598036690456
0.5876584584290686,221.8666645932419
0.5958418419680785,214.9794489277102
0.6041391824580793,208.29473805342795
0.6125520667960568,201.81284827430088
0.6210821039771867,195.52940810615033
0.6297309254025555,189.4339107014242
0.6385001851911759,183.51714388373603
0.6473915604963423,177.7766042910251
0.6564067518263905,172.2120333632978
0.6655474833699311,166.81801614939502
0.6748155033256014,161.58506084115487
0.6842125842364174,156.50724601716016
0.6937405233287798,151.58395074234653
0.7034011428561981,146.8129861747711
0.7131962904478072,142.18692183723448
0.7231278394617282,137.69883771516155
0.7331976893433584,133.34707031463884
0.7434077659886461,129.1304598426869
0.7537600221124258,125.04313727170356
0.764256437621883,121.07865347245023
0.774899019995216,117.23518635836835
0.785689804665576,113.51158061088458
0.7966308554103502,109.9024889128347
0.807724264745867,106.40257794117483
0.8189721543275968,103.01063974978909
0.8303766753559294,99.72486232023228
0.8419400089875949,96.53991608422417
0.8536643667528198,93.45222135707482
0.8655519909782908,90.46110223908856
0.8776051552160067,87.5633623550624
0.8898261646781068,84.75435856150777
0.9022173566777472,82.03264761460576
0.9147811010761218,79.39667781984394
0.9275198007357087,76.84218922758036
0.9404358919798237,74.36684893675832
0.9535318450585808,71.96974271221228
0.9668101646213306,69.64737696518263
0.9802733901956879,67.3970636983991
0.9939240966732246,65.218017809601
1.0077648948019258,63.10728907815715
1.021798431685509,61.06230209617415
1.036027391289688,59.08226450749439
1.0504544949554933,57.16446784378553
1.0650825019197379,55.30673312417668
1.079914209842732,53.50820406596971
1.0949524553433478,51.76623479204485
1.1102001145415297,50.07924166679558
1.1256601036083638,48.446113599364445
1.1413353793238086,46.864364060771045
1.1572289396421866,45.33302127011636
1.1733438242655596,43.85045862332658
1.1896831152250766,42.41477227066982
1.2062499374704267,41.025167713880364
1.2230474594674983,39.67963089651985
1.2400788938043554,38.37714118246608
1.257347497805666,37.116357389209085
1.2748565741556663,35.895726288200635
1.292609471529819,34.7144325573001
1.3106095852352568,33.57078721277882
1.3288603578601463,32.464038009128124
1.347365279932102,31.392731509268657
1.366127890585754,30.355943925768834
1.385151778239625,29.35254035862397
1.4044405812824299,28.381440736871788
1.423997988768927,27.441745528598204
1.4438277411254663,26.5323177059999
1.463933630865362,25.652388668151445
1.4843195033142187,24.80084527495992
1.5049892573453674,23.976982477462347
1.5259468461255405,23.17975434175919
1.5471962778709258,22.40848301892439
1.5687416166137609,21.662209001915766
1.5905869829795822,20.940262223611157
1.6127365549753194,20.241784146591723
1.6351945687883502,19.56608972981124
1.6579653195966877,18.9124371901879
1.681053162390453,18.28011012301897
1.7044625128047752,17.668485199715402
1.728197847964304,17.076823920155523
1.752263707339475,16.50458472411975
1.776664693614696,15.951062786184105
1.8014054735686384,15.415720404630786
1.8264907789667624,14.897959608992242
1.8519254074662925,14.39719378829353
1.8777142235337858,13.912931462971585
1.9038621593754763,13.444592468997383
